session_id,validation_status,validation_notes,harmony_version,harmony_profile,direction,scenario_id,destination,duration_s,start_utc,end_utc,completed,end_reason,n_samples,n_events,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,handover_success_reconstructed,handover_latency_s,handover_note,handover_success_summary,handover_success_mismatch,source_transitions_total,switch_count_Gps_to_Pdr,switch_count_Pdr_to_Gps,switch_count_Pdr_to_Vps,switch_count_Vps_to_Pdr,switch_count_Gps_to_Vps,switch_count_Vps_to_Gps,false_handover_count,evaluable_switches,false_handover_rate_percent,oscillation_episode_count,unnecessary_source_switches,source_toggle_count_summary,source_toggle_count_reconstructed,source_toggle_count_mismatch,vps_attempts_total,vps_attempts_success,vps_attempts_timeout,vps_attempts_unresolved,vps_localization_time_s_n,vps_localization_time_s_mean,vps_localization_time_s_median,vps_localization_time_s_sd,vps_localization_time_s_min,vps_localization_time_s_max,vps_localization_time_last_s,vps_localization_outcome_last,pdr_transition_duration_s,gps_reliability_at_acceptance,vps_reliability_at_acceptance,gps_stable_s_at_acceptance,vps_stable_s_at_acceptance,position_jump_m_reconstructed,heading_jump_deg_reconstructed,position_jump_note,position_jump_m_logger_column,position_jump_m_logger_note,gps_accuracy_m_n,gps_accuracy_m_mean,gps_accuracy_m_median,gps_accuracy_m_sd,gps_accuracy_m_min,gps_accuracy_m_max,gps_reliability_mean,gps_reliability_median,gps_age_s_mean,gps_age_s_max,pdr_steps_total,pdr_confidence_mean,pdr_confidence_median,vps_reliability_mean_when_valid,vps_confidence_available_rate_percent,vps_map_id_available_rate_percent,vps_map_match_rate_percent,handover_attempts_total_summary,handover_attempts_evaluable_summary,successful_handovers_summary,false_handovers_summary,hsr_percent_summary,fhr_percent_summary,handover_start_s,handover_end_s
SYNTH_KB02_V1_3432_REV,VALID,,V1,Fixed Geometric,VPS_TO_GPS,KB02,B9-EXIT,98.552,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,97,12,0,0,0,0,0,1.0,13.208,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,11.176,0.8,0.0,1.045,,2.8408,152.024,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,97,5.237,5.097,0.5503,4.495,6.976,0.725,0.75,,,12,0.9046,0.9061,0.8809,81.44,81.44,81.44,1.0,1.0,1.0,0,100.0,0.0,80.264,93.472
SYNTH_KB02_V5_1612_REV,VALID,,V5,Full HARMONY,VPS_TO_GPS,KB02,B9-EXIT,64.192,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,64,9,1,1,1,1,1,1.0,27.081,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,22.066,0.8,0.0,4.532,,0.7901,26.303,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,64,5.5745,5.243,0.7471,4.659,7.03,0.6667,0.75,,,25,0.9022,0.913,0.8773,50.0,50.0,50.0,1.0,1.0,1.0,0,100.0,0.0,32.096,59.177
SYNTH_KB02_BQ_3348_REV,VALID,,BQ,Quality-Threshold Baseline,VPS_TO_GPS,KB02,B9-EXIT,67.201,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,67,9,1,0,0,0,0,1.0,21.063,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,19.057,0.8,0.0,1.407,,1.6221,106.893,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,67,5.5371,5.228,0.7261,4.551,7.051,0.725,0.75,,,20,0.9038,0.9085,0.8794,61.19,61.19,61.19,1.0,1.0,1.0,0,100.0,0.0,41.123,62.186
SYNTH_KB02_V4_6790_REV,VALID,,V4,No Map-ID Check,VPS_TO_GPS,KB02,B9-EXIT,58.116,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,58,9,1,1,0,1,0,1.0,11.022,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,6.012,0.8,0.0,4.738,,0.3501,18.586,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,58,5.3838,5.261,0.5321,4.595,6.992,0.6667,0.75,,,7,0.8979,0.8987,0.8833,72.41,72.41,72.41,1.0,1.0,1.0,0,100.0,0.0,42.084,53.106
SYNTH_KB02_V2_3545_REV,VALID,,V2,Reliable Handover,VPS_TO_GPS,KB02,B9-EXIT,69.966,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,69,9,1,1,1,1,0,1.0,21.294,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,16.224,0.8,0.0,4.608,,5.5928,115.163,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,69,5.5159,5.233,0.687,4.589,7.022,0.6667,0.75,,,27,0.9081,0.9109,0.8755,62.32,62.32,62.32,1.0,1.0,1.0,0,100.0,0.0,43.602,64.896
SYNTH_KB02_BT_4565_REV,VALID,,BT,Quality + Dwell Baseline,VPS_TO_GPS,KB02,B9-EXIT,59.885,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,59,9,1,1,0,0,0,1.0,15.225,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,10.15,0.8,0.0,4.96,,5.5333,28.536,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,59,5.3748,5.126,0.7179,4.353,7.168,0.6667,0.75,,,11,0.8956,0.9095,0.8735,66.1,66.1,66.1,1.0,1.0,1.0,0,100.0,0.0,39.585,54.81
SYNTH_KB20_V4_7770_REV,VALID,,V4,No Map-ID Check,VPS_TO_GPS,KB20,B9-EXIT,83.166,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,83,12,1,1,0,1,0,1.0,10.02,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,6.012,0.8,0.0,4.389,,0.3724,18.586,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,83,5.3251,5.2,0.5313,4.726,7.186,0.6813,0.75,,,7,0.8837,0.9051,0.8745,81.93,81.93,81.93,1.0,1.0,1.0,0,100.0,0.0,68.136,78.156
SYNTH_KB20_V1_8534_REV,VALID,,V1,Fixed Geometric,VPS_TO_GPS,KB20,B9-EXIT,146.304,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,144,16,0,0,0,0,0,1.0,13.208,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,11.176,0.8,0.0,1.984,,2.8408,152.024,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,144,5.1855,5.066,0.4839,4.533,7.125,0.725,0.75,,,14,0.8839,0.8939,0.8791,87.5,87.5,87.5,1.0,1.0,1.0,0,100.0,0.0,128.016,141.224
SYNTH_KB20_V2_7591_REV,VALID,,V2,Reliable Handover,VPS_TO_GPS,KB20,B9-EXIT,96.33,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,95,12,1,1,1,1,0,1.0,21.294,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,16.224,0.8,0.0,4.672,,5.5928,115.163,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,95,5.3806,5.192,0.6433,4.077,6.807,0.6667,0.75,,,27,0.8937,0.9057,0.8846,72.63,72.63,72.63,1.0,1.0,1.0,0,100.0,0.0,69.966,91.26
SYNTH_KB20_V5_4393_REV,VALID,,V5,Full HARMONY,VPS_TO_GPS,KB20,B9-EXIT,82.246,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,82,11,1,1,1,1,1,1.0,26.078,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,22.066,0.8,0.0,4.479,,0.8405,26.303,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,82,5.469,5.162,0.711,4.448,6.835,0.6813,0.75,,,25,0.8921,0.8968,0.8875,62.2,62.2,62.2,1.0,1.0,1.0,0,100.0,0.0,51.153,77.231
SYNTH_KB20_BT_1702_REV,VALID,,BT,Quality + Dwell Baseline,VPS_TO_GPS,KB20,B9-EXIT,83.23,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,82,12,1,1,0,0,0,1.0,15.225,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,10.15,0.8,0.0,4.639,,5.5333,28.536,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,82,5.3397,5.1955,0.5689,4.644,6.976,0.6667,0.75,,,11,0.8887,0.8868,0.8814,75.61,75.61,75.61,1.0,1.0,1.0,0,100.0,0.0,62.93,78.155
SYNTH_KB20_BQ_7947_REV,VALID,,BQ,Quality-Threshold Baseline,VPS_TO_GPS,KB20,B9-EXIT,92.276,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,92,12,1,0,0,0,0,1.0,21.063,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,19.057,0.8,0.0,1.245,,1.6221,106.893,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,92,5.4282,5.186,0.639,4.66,7.094,0.725,0.75,,,20,0.8866,0.8842,0.8798,71.74,71.74,71.74,1.0,1.0,1.0,0,100.0,0.0,66.198,87.261
SYNTH_KB20_V3_9871_REV,VALID,,V3,No Dwell Time,VPS_TO_GPS,KB20,B9-EXIT,98.358,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,97,13,1,0,1,1,0,1.0,6.084,,1.0,False,2,0,1,0,1,0,0,0,2,0.0,0,0,2,2,False,0,0,0,0,0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG,4.056,0.8,0.0,1.585,,2.2834,129.265,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,97,5.266,5.189,0.3961,4.646,7.043,0.725,0.75,,,5,0.8983,0.8823,0.8874,88.66,88.66,88.66,1.0,1.0,1.0,0,100.0,0.0,87.204,93.288
20260912_102314_139_V5_GPS_TO_VPS_NORMAL_DEV_D1F5,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB30,B9-101,197.106,2026-09-12T10:23:14.1394600Z,,1.0,destination_reached,194,645,1,1,1,1,1,1.0,3.41,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.687,1.687,0.0,1.687,1.687,1.687,success,135.762,0.778,0.8648,2.606,0.0,1.2826,11.575,reconstructed from campus_x/campus_y at +/-2.0s window,1.2826,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,194,5.0003,4.9925,0.195,4.506,5.519,0.6484,0.8135,4.4776,30.188,19,0.8971,0.9,0.8855,34.54,34.54,34.54,1.0,1.0,1.0,2,100.0,50.0,128.01,131.42
20260912_101227_816_V2_GPS_TO_VPS_NORMAL_DEV_E9C2,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB30,B9-103,144.255,2026-09-12T10:12:27.8168230Z,,1.0,destination_reached,142,350,1,1,1,1,0,1.0,3.555,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.647,1.647,0.0,1.647,1.647,1.647,success,11.094,0.952,0.8681,21.121,0.0,1.196,10.981,reconstructed from campus_x/campus_y at +/-2.0s window,1.196,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,142,5.0734,5.06,0.1769,4.697,5.637,0.8213,0.9325,2.1145,11.278,12,0.9,0.9,0.8775,33.8,33.8,33.8,1.0,1.0,1.0,0,100.0,0.0,93.722,97.277
20260912_100806_809_V1_GPS_TO_VPS_NORMAL_DEV_ECFB,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB30,B9-101,141.532,2026-09-12T10:08:06.8097560Z,,1.0,destination_reached,139,579,0,0,0,0,0,0.0,,,0.0,False,3,2,1,0,0,0,0,2,3,66.67,1,3,3,3,False,1,0,1,0,0,,,,,,,timeout_fallback,8.02,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,139,4.9302,4.934,0.1984,4.342,5.412,0.7983,0.904,2.0915,18.645,31,0.9,0.9,,49.64,49.64,49.64,1.0,1.0,0.0,2,0.0,66.7,70.749,81.949
20260912_101928_244_V4_GPS_TO_VPS_NORMAL_DEV_FB48,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB30,B9-101,135.811,2026-09-12T10:19:28.2440310Z,,1.0,destination_reached,136,220,1,1,0,1,0,1.0,3.404,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.659,1.659,0.0,1.659,1.659,1.659,success,8.053,0.824,0.8525,0.501,0.0,1.5741,12.11,reconstructed from campus_x/campus_y at +/-2.0s window,1.5741,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,136,5.2208,5.2355,0.1933,4.699,5.65,0.8462,0.9045,1.6401,9.456,25,0.9,0.9,0.8751,33.82,33.82,33.82,1.0,1.0,1.0,2,100.0,50.0,88.255,91.659
20260912_101528_381_V3_GPS_TO_VPS_NORMAL_DEV_7F59,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB30,B9-104,190.885,2026-09-12T10:15:28.3815990Z,,1.0,destination_reached,191,378,1,0,1,1,0,1.0,2.462,,1.0,False,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.707,1.707,0.0,1.707,1.707,1.707,success,,0.809,0.8685,53.964,0.0,1.926,15.021,reconstructed from campus_x/campus_y at +/-2.0s window,1.926,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,191,5.1703,5.193,0.1955,4.539,5.611,0.8569,0.953,2.0636,8.972,0,,,0.8878,35.6,35.6,35.6,1.0,1.0,1.0,4,100.0,66.7,121.969,124.431
20260912_102732_818_BQ_GPS_TO_VPS_NORMAL_DEV_78D0,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB30,B9-101,167.761,2026-09-12T10:27:32.8186450Z,,1.0,destination_reached,165,369,1,0,0,0,0,1.0,2.714,,1.0,False,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.652,1.652,0.0,1.652,1.652,1.652,success,12.028,0.897,0.8386,45.186,0.0,2.7248,21.431,reconstructed from campus_x/campus_y at +/-2.0s window,2.7248,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,165,5.0515,5.062,0.2105,4.454,5.635,0.8647,0.906,1.3093,8.019,15,0.9,0.9,0.8847,34.55,34.55,34.55,1.0,1.0,1.0,4,100.0,66.7,108.979,111.693
20260912_103114_765_BT_GPS_TO_VPS_NORMAL_DEV_F9B7,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB30,B9-101,124.655,2026-09-12T10:31:14.7654270Z,,1.0,destination_reached,122,247,1,1,0,0,0,1.0,2.875,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.697,1.697,0.0,1.697,1.697,1.697,success,11.024,0.884,0.8634,18.055,0.0,2.2476,17.501,reconstructed from campus_x/campus_y at +/-2.0s window,2.2476,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,122,4.8694,4.8685,0.1906,4.383,5.409,0.7928,0.8895,2.091,12.913,16,0.9,0.9,0.8697,34.43,34.43,34.43,1.0,1.0,1.0,2,100.0,50.0,80.939,83.814
20260912_100055_923_V3_GPS_TO_VPS_NORMAL_DEV_5573,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB05,B9-104,137.472,2026-09-12T10:00:55.9232830Z,,1.0,destination_reached,137,1669,1,0,1,1,0,0.0,,,0.0,False,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,0.0,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,137,5.3732,5.378,0.2167,4.74,5.91,0.7485,0.883,2.8855,11.279,1,0.9,0.9,,48.91,48.91,48.91,1.0,1.0,0.0,0,0.0,0.0,68.736,79.936
20260912_095520_181_V5_GPS_TO_VPS_NORMAL_DEV_0C4B,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB05,B9-101,43.967,2026-09-12T09:55:20.1812090Z,,1.0,destination_reached,44,57,1,1,1,1,1,1.0,3.356,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.657,1.657,0.0,1.657,1.657,1.657,success,10.023,0.113,0.9287,0.0,0.0,1.1511,11.429,reconstructed from campus_x/campus_y at +/-2.0s window,1.1511,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,44,5.2113,5.2155,0.1842,4.776,5.552,0.6282,0.829,3.6523,9.405,17,0.9,0.9,0.8768,31.82,31.82,31.82,1.0,1.0,1.0,0,100.0,0.0,28.449,31.805
20260912_094231_050_V3_GPS_TO_VPS_NORMAL_DEV_15A4,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB05,B9-104,222.294,2026-09-12T09:42:31.0505710Z,,1.0,destination_reached,216,74,1,0,1,1,0,1.0,2.307,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.719,1.719,0.0,1.719,1.719,1.719,success,,1.0,0.8297,0.0,0.0,2.1397,15.122,reconstructed from campus_x/campus_y at +/-2.0s window,2.1397,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,216,5.2925,5.3045,0.1957,4.792,5.822,0.7064,0.863,3.9297,19.536,0,,,0.8894,35.19,35.19,35.19,1.0,1.0,1.0,2,100.0,50.0,143.951,146.258
20260912_095057_405_BQ_GPS_TO_VPS_NORMAL_DEV_104B,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB05,B9-104,92.375,2026-09-12T09:50:57.4054250Z,,1.0,destination_reached,92,1357,1,0,0,0,0,0.0,,,0.0,False,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,20.045,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,92,5.1914,5.184,0.1873,4.796,5.592,0.6483,0.86,9.0264,40.374,10,0.8848,0.9,,51.09,51.09,51.09,1.0,1.0,0.0,0,0.0,0.0,44.282,55.482
20260912_095000_805_V2_GPS_TO_VPS_NORMAL_DEV_8903,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB05,B9-104,200.956,2026-09-12T09:50:00.8059320Z,2026-09-12T09:53:19.6138720Z,1.0,destination_reached,195,100,1,1,1,1,0,1.0,3.332,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.686,1.686,0.0,1.686,1.686,1.686,success,,0.95,0.8522,41.447,0.0,1.2738,10.215,reconstructed from campus_x/campus_y at +/-2.0s window,1.2738,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,195,5.1797,5.186,0.2018,4.637,5.608,0.7569,0.888,3.3332,17.791,0,,,0.8799,34.36,34.36,34.36,1.0,1.0,1.0,0,100.0,0.0,130.621,133.953
20260912_095408_236_BT_GPS_TO_VPS_NORMAL_DEV_FAAF,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB05,B9-101,38.605,2026-09-12T09:54:08.2363730Z,,1.0,destination_reached,39,56,1,1,0,0,0,1.0,3.089,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.676,1.676,0.0,1.676,1.676,1.676,success,5.028,0.132,0.8452,0.0,0.0,2.1703,16.231,reconstructed from campus_x/campus_y at +/-2.0s window,2.1703,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,39,5.4437,5.425,0.2043,5.041,6.0,0.387,0.414,4.0129,9.873,11,0.9,0.9,0.8731,30.77,30.77,30.77,1.0,1.0,1.0,2,100.0,50.0,25.071,28.16
20260912_095714_923_V4_GPS_TO_VPS_NORMAL_DEV_F016,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB05,B9-104,118.587,2026-09-12T09:57:14.9236230Z,,1.0,destination_reached,119,78,1,1,0,1,0,1.0,3.331,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.698,1.698,0.0,1.698,1.698,1.698,success,7.018,0.909,0.8785,7.202,0.0,1.5924,15.026,reconstructed from campus_x/campus_y at +/-2.0s window,1.5924,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,119,5.4049,5.382,0.1992,5.013,5.906,0.7831,0.891,1.6571,8.017,18,0.9,0.9,0.881,33.61,33.61,33.61,1.0,1.0,1.0,2,100.0,50.0,77.082,80.413
