session_id,validation_status,validation_notes,harmony_version,harmony_profile,direction,destination,duration_s,start_utc,end_utc,completed,end_reason,n_samples,n_events,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,handover_success_reconstructed,handover_latency_s,handover_start_s,handover_end_s,handover_note,handover_success_summary,handover_success_mismatch,source_transitions_total,switch_count_Gps_to_Pdr,switch_count_Pdr_to_Gps,switch_count_Pdr_to_Vps,switch_count_Vps_to_Pdr,switch_count_Gps_to_Vps,switch_count_Vps_to_Gps,false_handover_count,evaluable_switches,false_handover_rate_percent,oscillation_episode_count,unnecessary_source_switches,source_toggle_count_summary,source_toggle_count_reconstructed,source_toggle_count_mismatch,vps_attempts_total,vps_attempts_success,vps_attempts_timeout,vps_attempts_unresolved,vps_localization_time_s_n,vps_localization_time_s_mean,vps_localization_time_s_median,vps_localization_time_s_sd,vps_localization_time_s_min,vps_localization_time_s_max,vps_localization_time_last_s,vps_localization_outcome_last,pdr_transition_duration_s,gps_reliability_at_acceptance,vps_reliability_at_acceptance,gps_stable_s_at_acceptance,vps_stable_s_at_acceptance,position_jump_m_reconstructed,heading_jump_deg_reconstructed,position_jump_note,position_jump_m_logger_column,position_jump_m_logger_note,gps_accuracy_m_n,gps_accuracy_m_mean,gps_accuracy_m_median,gps_accuracy_m_sd,gps_accuracy_m_min,gps_accuracy_m_max,gps_reliability_mean,gps_reliability_median,gps_age_s_mean,gps_age_s_max,pdr_steps_total,pdr_confidence_mean,pdr_confidence_median,vps_reliability_mean_when_valid,vps_confidence_available_rate_percent,vps_map_id_available_rate_percent,vps_map_match_rate_percent,handover_attempts_total_summary,handover_attempts_evaluable_summary,successful_handovers_summary,false_handovers_summary,hsr_percent_summary,fhr_percent_summary,events_file,samples_file,summary_file
20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78,VALID,,V5,Full HARMONY,GPS_TO_VPS,B9-104,65.472,2026-09-12T03:44:02.4070600Z,,1.0,,65.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,3.457,45.105,48.562,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.716,1.716,0.0,1.716,1.716,1.716,success,,0.849,0.5,34.932,0.0,1.2473,11.212,reconstructed from campus_x/campus_y at +/-2.0s window,1.2473,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,65.0,4.7542,4.773,0.2914,4.188,5.262,0.8832,0.962,1.7269,8.032,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,,,
20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA,VALID,,V3,No Dwell Time,GPS_TO_VPS,B9-104,153.295,2026-09-12T03:22:59.6258610Z,,1.0,,150.0,1150.0,1.0,0.0,1.0,1.0,0.0,1.0,2.14,110.205,112.345,,1.0,False,6.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,66.67,1.0,6.0,6.0,6.0,False,1.0,1.0,0.0,0.0,1.0,1.66,1.66,0.0,1.66,1.66,1.66,success,1.033,1.0,0.5,28.767,0.0,2.1231,17.115,reconstructed from campus_x/campus_y at +/-2.0s window,2.1231,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,150.0,5.0341,5.0465,0.2467,4.493,5.718,0.7426,0.943,3.0747,14.257,15.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,100.0,33.3,,,
20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",V2,Reliable Handover,GPS_TO_VPS,B9-104,102.731,2026-09-12T03:18:40.6515340Z,,0.0,,101.0,402.0,1.0,1.0,1.0,1.0,0.0,0.0,,73.799,85.799,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,10.141,10.141,0.0,10.141,10.141,10.141,timeout_fallback,24.374,0.113,0.5,0.0,0.0,0.003,6.844,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,101.0,5.0625,5.052,0.2631,4.444,5.803,0.4916,0.15,8.3599,35.24,36.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,B9-104,23.132,2026-09-12T03:47:50.7937240Z,,1.0,,24.0,16.0,1.0,1.0,0.0,0.0,0.0,,,20.0,,VPS attempt started but neither succeeded nor timed out before the trial log ends (trial likely truncated/aborted).,1.0,,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,0.0,0.0,1.0,0.0,,,,,,,unresolved,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,2.1831,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,24.0,4.9764,4.967,0.2645,4.405,5.538,0.8005,0.936,2.8833,8.5,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,25.0,,,
20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C,VALID,,V4,No Map-ID Check,GPS_TO_VPS,B9-104,12.299,2026-09-12T03:41:04.5958670Z,,1.0,,14.0,22.0,1.0,1.0,0.0,1.0,0.0,,,20.0,,VPS attempt started but neither succeeded nor timed out before the trial log ends (trial likely truncated/aborted).,1.0,,6.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,66.67,1.0,6.0,6.0,6.0,False,1.0,0.0,0.0,1.0,0.0,,,,,,,unresolved,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,1.6711,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,14.0,4.5739,4.592,0.1509,4.253,4.846,0.6586,0.833,4.0926,8.332,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,100.0,33.3,,,
20260914_013304_624_V2_GPS_TO_VPS_NORMAL_DEV_4CC7,INVALID,"[TOO_FEW_EVENTS] Only 3 event rows (< 5). | [TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sample_data/Kịch bản 19/20260914_013304_624_V2_GPS_TO_VPS_NORMAL_DEV_4CC7/events_20260914_013304_624_V2_GPS_TO_VPS_NORMAL_DEV_4CC7.csv,sample_data/Kịch bản 19/20260914_013304_624_V2_GPS_TO_VPS_NORMAL_DEV_4CC7/samples_20260914_013304_624_V2_GPS_TO_VPS_NORMAL_DEV_4CC7.csv,sample_data/Kịch bản 19/20260914_013304_624_V2_GPS_TO_VPS_NORMAL_DEV_4CC7/summary_20260914_013304_624_V2_GPS_TO_VPS_NORMAL_DEV_4CC7.csv
20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4,VALID,,V1,Fixed Geometric,GPS_TO_VPS,B9-104,19.967,2026-09-14T01:40:11.7954450Z,,1.0,,22.0,20.0,0.0,0.0,0.0,0.0,0.0,,,20.0,,VPS attempt started but neither succeeded nor timed out before the trial log ends (trial likely truncated/aborted).,1.0,,6.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,66.67,1.0,6.0,6.0,6.0,False,1.0,0.0,0.0,1.0,0.0,,,,,,,unresolved,22.464,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,3.8016,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,22.0,4.8579,4.8145,0.2636,4.468,5.402,0.7261,0.831,2.7528,6.573,14.0,0.9,0.9,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,100.0,33.3,,,
20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",V4,No Map-ID Check,GPS_TO_VPS,B9-204,20.083,2026-09-14T01:39:21.6475770Z,,0.0,,20.0,28.0,1.0,1.0,0.0,1.0,0.0,,,20.0,,VPS attempt started but neither succeeded nor timed out before the trial log ends (trial likely truncated/aborted).,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,0.0,1.0,0.0,,,,,,,unresolved,14.34,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,20.0,5.3084,5.2315,0.2356,5.004,5.847,0.6508,0.825,3.2867,7.419,8.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",V1,Fixed Geometric,GPS_TO_VPS,B9-104,42.632,2026-09-14T01:31:30.0063310Z,,0.0,,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.79,32.79,,0.0,False,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,66.67,1.0,3.0,3.0,3.0,False,1.0,0.0,1.0,0.0,1.0,11.555,11.555,0.0,11.555,11.555,11.555,timeout_fallback,,0.176,0.5,0.0,0.0,0.0,0.0,reconstructed from map_x/map_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,38.0,5.128,5.069,0.2473,4.648,5.715,0.176,0.176,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.3,,,
20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4,VALID,,V3,No Dwell Time,GPS_TO_VPS,B9-104,25.029,2026-09-14T01:38:11.3321550Z,,1.0,,25.0,26.0,1.0,0.0,1.0,1.0,0.0,1.0,2.228,20.0,22.228,,1.0,False,6.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,66.67,1.0,6.0,6.0,6.0,False,1.0,1.0,0.0,0.0,1.0,1.575,1.575,0.0,1.575,1.575,1.575,success,,0.863,0.5,3.22,0.0,2.1103,16.461,reconstructed from campus_x/campus_y at +/-2.0s window,2.1103,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,25.0,5.3616,5.299,0.2502,4.96,5.92,0.6819,0.814,3.4814,7.004,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,100.0,33.3,,,
20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",V5,Full HARMONY,GPS_TO_VPS,B9-104,25.66,2026-09-14T01:36:48.0264940Z,,0.0,,25.0,1524.0,1.0,1.0,1.0,1.0,1.0,0.0,,20.0,24.66,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,2.827,2.827,0.0,2.827,2.827,2.827,timeout_fallback,,0.15,0.5,0.0,0.0,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,25.0,5.3034,5.324,0.2024,4.95,5.738,0.15,0.15,44.8319,57.162,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,B9-104,34.506,2026-09-14T01:42:19.0793490Z,,1.0,,34.0,886.0,1.0,1.0,0.0,0.0,0.0,1.0,2.962,20.0,22.962,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.678,1.678,0.0,1.678,1.678,1.678,success,,0.972,0.5,24.133,0.0,2.3011,17.342,reconstructed from campus_x/campus_y at +/-2.0s window,2.3011,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,34.0,4.8612,4.943,0.2617,4.299,5.349,0.9474,0.972,1.3489,4.614,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,,,
20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16,VALID,,V1,Fixed Geometric,GPS_TO_VPS,B9-104,22.124,2026-09-14T01:41:11.1463710Z,,1.0,,23.0,433.0,0.0,0.0,0.0,0.0,0.0,1.0,2.021,20.0,22.021,,1.0,False,6.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,66.67,1.0,6.0,6.0,6.0,False,1.0,1.0,0.0,0.0,1.0,1.719,1.719,0.0,1.719,1.719,1.719,success,,0.987,0.5,16.133,0.0,4.155,30.451,reconstructed from campus_x/campus_y at +/-2.0s window,4.155,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,23.0,5.2558,5.257,0.203,4.843,5.692,0.8406,0.987,2.1281,7.718,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,100.0,33.3,,,
20260911_105854_962_V4_GPS_TO_VPS_NORMAL_DEV_D4A8,VALID,,V4,No Map-ID Check,GPS_TO_VPS,B9-104,57.345,2026-09-11T10:58:54.9629200Z,,1.0,,55.0,227.0,1.0,1.0,0.0,1.0,0.0,1.0,3.512,37.145,40.657,,1.0,False,6.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,66.67,1.0,6.0,6.0,6.0,False,1.0,1.0,0.0,0.0,1.0,1.76,1.76,0.0,1.76,1.76,1.76,success,1.179,0.113,0.5,0.0,0.0,1.6356,15.0,reconstructed from campus_x/campus_y at +/-2.0s window,1.6356,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,55.0,5.4566,5.436,0.2644,4.809,5.977,0.5237,0.681,6.2889,24.244,35.0,0.8898,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,100.0,33.3,,,
20260911_081832_961_V2_GPS_TO_VPS_NORMAL_DEV_B6BE,VALID,,V2,Reliable Handover,GPS_TO_VPS,B9-104,70.535,2026-09-11T08:18:32.9617900Z,,1.0,,68.0,508.0,1.0,1.0,1.0,1.0,0.0,1.0,3.589,49.517,53.106,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.632,1.632,0.0,1.632,1.632,1.632,success,,0.992,0.5,27.901,0.0,1.2664,10.562,reconstructed from campus_x/campus_y at +/-2.0s window,1.2664,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,68.0,4.7033,4.7015,0.2336,4.247,5.264,0.7499,0.9345,3.1734,15.437,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,,,
20260915_042206_567_BQ_GPS_TO_VPS_NORMAL_DEV_EBAA,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,B9-204,52.695,2026-09-15T04:22:06.5673020Z,,1.0,,52.0,457.0,1.0,0.0,0.0,0.0,0.0,1.0,2.632,32.528,35.16,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.668,1.668,0.0,1.668,1.668,1.668,success,,0.132,0.5,0.0,0.0,3.0448,19.688,reconstructed from campus_x/campus_y at +/-2.0s window,3.0448,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,52.0,5.1955,5.214,0.2323,4.666,5.752,0.132,0.132,132.5963,158.83,20.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260911_081410_344_V1_GPS_TO_VPS_NORMAL_DEV_2379,VALID,,V1,Fixed Geometric,GPS_TO_VPS,B9-104,47.072,2026-09-11T08:14:10.3442860Z,,1.0,,47.0,25.0,0.0,0.0,0.0,0.0,0.0,,,20.0,,VPS attempt started but neither succeeded nor timed out before the trial log ends (trial likely truncated/aborted).,1.0,,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,0.0,0.0,1.0,0.0,,,,,,,unresolved,9.051,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,3.6894,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,47.0,5.0772,5.078,0.2137,4.516,5.548,0.8807,0.899,1.2431,4.592,0.0,0.9,0.9,,0.0,0.0,0.0,2.0,2.0,1.0,1.0,100.0,25.0,,,
20260911_105639_912_V3_GPS_TO_VPS_NORMAL_DEV_BB31,VALID,,V3,No Dwell Time,GPS_TO_VPS,B9-104,97.297,2026-09-11T10:56:39.9122680Z,,1.0,,97.0,1063.0,1.0,0.0,1.0,1.0,0.0,1.0,2.357,70.03,72.387,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.665,1.665,0.0,1.665,1.665,1.665,success,17.251,0.956,0.5,18.335,0.0,1.9241,16.946,reconstructed from campus_x/campus_y at +/-2.0s window,1.9241,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,97.0,5.0154,5.022,0.2301,4.478,5.555,0.859,0.952,1.669,9.517,16.0,0.9,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,25.0,,,
20260915_042648_942_BT_GPS_TO_VPS_NORMAL_DEV_7706,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0 and no end_reason logged; trial may have been aborted, reset, or app-closed mid-run.",BT,Quality + Dwell Baseline,GPS_TO_VPS,B9-104,58.058,2026-09-15T04:26:48.9423350Z,,0.0,,54.0,883.0,1.0,1.0,0.0,0.0,0.0,0.0,,34.726,46.726,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,10.537,10.537,0.0,10.537,10.537,10.537,timeout_fallback,,1.0,0.5,28.53,0.0,0.533,54.625,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,54.0,4.9775,4.9795,0.2219,4.284,5.48,0.8328,0.975,2.6195,13.678,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20260915_042445_835_V5_GPS_TO_VPS_NORMAL_DEV_8795,VALID,,V5,Full HARMONY,GPS_TO_VPS,B9-104,85.444,2026-09-15T04:24:45.8351180Z,,1.0,,81.0,667.0,1.0,1.0,1.0,1.0,1.0,1.0,3.261,61.52,64.781,,1.0,False,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,False,1.0,1.0,0.0,0.0,1.0,1.679,1.679,0.0,1.679,1.679,1.679,success,6.232,0.958,0.5,16.631,0.0,1.2344,10.635,reconstructed from campus_x/campus_y at +/-2.0s window,1.2344,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,81.0,5.2585,5.238,0.2752,4.416,5.873,0.7945,0.9,2.5186,12.815,7.0,0.8951,0.9,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,,,
20260911_053142_080_V3_GPS_TO_VPS_NORMAL_DEV_BCED,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0, end_reason=user_finished_trial.",V3,No Dwell Time,GPS_TO_VPS,B10,72.116,2026-09-11T05:31:42.0800250Z,2026-09-11T05:32:54.1961750Z,0.0,user_finished_trial,65.0,500.0,1.0,0.0,1.0,1.0,0.0,0.0,,51.924,63.924,,0.0,False,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,66.67,1.0,3.0,3.0,3.0,False,1.0,0.0,1.0,0.0,1.0,11.457,11.457,0.0,11.457,11.457,11.457,timeout_fallback,,0.995,0.5,35.326,0.0,1.215,34.62,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,65.0,4.9983,4.961,0.2636,4.491,5.638,0.9644,0.994,0.6278,4.978,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.3,,,
20260912_103747_212_V4_GPS_TO_VPS_NORMAL_DEV_16E6,VALID,,V4,No Map-ID Check,GPS_TO_VPS,B9-104,47.741,2026-09-12T10:37:47.2128370Z,2026-09-12T10:38:34.9567610Z,1.0,user_finished_trial,48.0,202.0,1.0,1.0,0.0,1.0,0.0,1.0,3.74,27.741,31.481,,1.0,False,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,1.0,0.0,0.0,1.0,1.688,1.688,0.0,1.688,1.688,1.688,success,19.227,0.994,0.5,20.13,0.0,1.6139,13.269,reconstructed from campus_x/campus_y at +/-2.0s window,1.6139,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,48.0,5.0025,4.9935,0.2378,4.549,5.533,0.7913,0.923,1.4523,7.682,1.0,0.9,0.9,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,25.0,,,
20260912_104913_515_V5_GPS_TO_VPS_NORMAL_DEV_AAA1,VALID,,V5,Full HARMONY,GPS_TO_VPS,B9-104,20.072,2026-09-12T10:49:13.5159190Z,2026-09-12T10:49:31.3863460Z,1.0,user_finished_trial,19.0,329.0,1.0,1.0,1.0,1.0,1.0,,,20.0,,VPS attempt started but neither succeeded nor timed out before the trial log ends (trial likely truncated/aborted).,1.0,,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,0.0,0.0,1.0,0.0,,,,,,,unresolved,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,1.2678,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,19.0,4.9741,5.008,0.1958,4.652,5.184,0.4724,0.553,4.3469,10.065,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,25.0,,,
20260911_051425_657_V1_GPS_TO_VPS_NORMAL_DEV_F38F,VALID_WITH_WARNINGS,"[TRIAL_NOT_COMPLETED] summary.completed=0, end_reason=user_finished_trial.",V1,Fixed Geometric,GPS_TO_VPS,B10,61.827,2026-09-11T05:14:25.6571010Z,2026-09-11T05:15:23.3091320Z,0.0,user_finished_trial,56.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.827,53.827,,0.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,1.0,11.51,11.51,0.0,11.51,11.51,11.51,timeout_fallback,,1.0,0.5,43.549,0.0,1.037,18.169,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,56.0,5.335,5.3375,0.2166,4.837,5.79,0.9459,1.0,0.5995,4.255,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20260911_052009_268_V2_GPS_TO_VPS_NORMAL_DEV_6D88,VALID,,V2,Reliable Handover,GPS_TO_VPS,B9-104,15.573,2026-09-11T05:20:09.2684210Z,2026-09-11T05:20:22.6579830Z,1.0,user_finished_trial,15.0,544.0,1.0,1.0,1.0,1.0,0.0,,,20.0,,VPS attempt started but neither succeeded nor timed out before the trial log ends (trial likely truncated/aborted).,1.0,,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,4.0,4.0,4.0,False,1.0,0.0,0.0,1.0,0.0,,,,,,,unresolved,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,1.1003,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,15.0,4.8589,4.779,0.2104,4.7,5.477,0.8951,0.915,1.6716,4.469,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,25.0,,,
