session_id,validation_status,validation_notes,harmony_version,harmony_profile,direction,scenario_id,destination,duration_s,start_utc,end_utc,completed,end_reason,n_samples,n_events,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,handover_success_reconstructed,handover_latency_s,handover_note,handover_success_summary,handover_success_mismatch,source_transitions_total,switch_count_Gps_to_Pdr,switch_count_Pdr_to_Gps,switch_count_Pdr_to_Vps,switch_count_Vps_to_Pdr,switch_count_Gps_to_Vps,switch_count_Vps_to_Gps,false_handover_count,evaluable_switches,false_handover_rate_percent,oscillation_episode_count,unnecessary_source_switches,source_toggle_count_summary,source_toggle_count_reconstructed,source_toggle_count_mismatch,vps_attempts_total,vps_attempts_success,vps_attempts_timeout,vps_attempts_unresolved,vps_localization_time_s_n,vps_localization_time_s_mean,vps_localization_time_s_median,vps_localization_time_s_sd,vps_localization_time_s_min,vps_localization_time_s_max,vps_localization_time_last_s,vps_localization_outcome_last,pdr_transition_duration_s,gps_reliability_at_acceptance,vps_reliability_at_acceptance,gps_stable_s_at_acceptance,vps_stable_s_at_acceptance,position_jump_m_reconstructed,heading_jump_deg_reconstructed,position_jump_note,position_jump_m_logger_column,position_jump_m_logger_note,gps_accuracy_m_n,gps_accuracy_m_mean,gps_accuracy_m_median,gps_accuracy_m_sd,gps_accuracy_m_min,gps_accuracy_m_max,gps_reliability_mean,gps_reliability_median,gps_age_s_mean,gps_age_s_max,pdr_steps_total,pdr_confidence_mean,pdr_confidence_median,vps_reliability_mean_when_valid,vps_confidence_available_rate_percent,vps_map_id_available_rate_percent,vps_map_match_rate_percent,handover_attempts_total_summary,handover_attempts_evaluable_summary,successful_handovers_summary,false_handovers_summary,hsr_percent_summary,fhr_percent_summary,handover_start_s,handover_end_s
SYNTH_KB21_BT_7814_FWD,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB21,B9-104,141.372,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,142,24,1,1,0,0,0,1.0,3.372,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.0,3.0,0.0,3.0,3.0,3.0,success,11.372,,0.8876,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.1882,5.127,0.3579,4.44,6.38,0.7997,0.8016,,,9,0.8853,0.877,0.8598,21.83,19.72,19.72,1.0,1.0,1.0,0,100.0,0.0,110.0,113.372
SYNTH_KB21_V5_3934_FWD,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB21,B9-104,49.416,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,50,13,1,1,1,1,1,1.0,3.416,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.0,3.0,0.0,3.0,3.0,3.0,success,9.416,,0.8782,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,40,5.2658,5.2195,0.4504,4.577,6.327,0.7892,0.7881,,,7,0.8884,0.9113,0.8865,18.0,12.0,12.0,1.0,1.0,1.0,0,100.0,0.0,40.0,43.416
SYNTH_KB21_V1_9203_FWD,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB21,B9-104,269.3,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,270,32,0,0,0,0,0,1.0,3.3,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.0,3.0,0.0,3.0,3.0,3.0,success,15.3,,0.9317,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,250,5.0555,5.018,0.3186,4.392,6.237,0.8011,0.8009,,,13,0.9072,0.9157,0.8933,7.04,5.93,5.93,1.0,1.0,1.0,0,100.0,0.0,250.0,253.3
SYNTH_KB21_V4_5436_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB21,B9-104,130.409,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,131,23,1,1,0,1,0,1.0,3.409,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.0,3.0,0.0,3.0,3.0,3.0,success,8.409,,0.8703,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,5.2529,5.196,0.3663,4.637,6.622,0.7946,0.7922,,,6,0.9065,0.9133,0.8871,23.66,21.37,21.37,1.0,1.0,1.0,0,100.0,0.0,99.0,102.409
SYNTH_KB21_V3_7039_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB21,B9-104,123.3,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,124,18,1,0,1,1,0,1.0,3.3,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.0,3.0,0.0,3.0,3.0,3.0,success,4.3,,0.9029,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,5.2173,5.192,0.2948,4.609,6.223,0.7965,0.7957,,,2,0.9112,0.9112,0.8789,8.06,5.65,5.65,1.0,1.0,1.0,0,100.0,0.0,113.0,116.3
SYNTH_KB04_V5_4822_FWD,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB04,B9-104,52.887,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,51,15,1,1,1,1,1,1.0,6.749,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,2,1,0,1,1,4.049,4.049,0.0,4.049,4.049,4.049,success,11.727,,0.8778,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no samples within +/-2.0s of acceptance (elapsed_s=46.869).,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,40,5.2085,5.078,0.4643,4.564,6.323,0.8009,0.7964,,,7,0.9145,0.9328,0.8711,17.65,11.76,11.76,1.0,1.0,1.0,0,100.0,0.0,40.12,46.869
SYNTH_KB04_V2_7770_FWD,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB04,B9-103,121.323,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,118,22,1,1,1,1,0,1.0,6.741,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,2,1,0,1,1,4.041,4.041,0.0,4.041,4.041,4.041,success,16.896,,0.8913,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no samples within +/-2.0s of acceptance (elapsed_s=118.281).,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2164,5.16,0.4078,4.565,6.487,0.8018,0.7999,,,12,0.8904,0.8941,0.8893,5.08,2.54,2.54,1.0,1.0,1.0,0,100.0,0.0,111.54,118.281
SYNTH_KB04_V1_8534_FWD,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB04,B9-104,276.804,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,271,35,0,0,0,0,0,1.0,6.548,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,2,1,0,1,1,3.848,3.848,0.0,3.848,3.848,3.848,success,17.94,,0.9349,,,0.3211,31.877,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,250,5.0892,5.053,0.2982,4.482,6.276,0.8043,0.8014,,,13,0.9016,0.9133,0.8833,7.01,5.9,5.9,1.0,1.0,1.0,0,100.0,0.0,254.0,260.548
SYNTH_KB04_V3_1702_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB04,B9-104,128.222,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,125,20,1,0,1,1,0,1.0,6.542,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,2,1,0,1,1,3.842,3.842,0.0,3.842,3.842,3.842,success,6.756,,0.8766,,,0.629,148.993,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,5.2001,5.213,0.2598,4.557,6.311,0.8034,0.8068,,,2,0.919,0.919,0.8912,8.0,5.6,5.6,1.0,1.0,1.0,0,100.0,0.0,114.582,121.124
SYNTH_KB04_BT_3128_FWD,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB04,B9-104,146.746,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,143,26,1,1,0,0,0,1.0,6.676,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,2,1,0,1,1,3.976,3.976,0.0,3.976,3.976,3.976,success,13.865,,0.8454,,,0.136,3.755,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2065,5.1385,0.3793,4.573,6.793,0.7991,0.8009,,,9,0.8791,0.878,0.8728,21.68,19.58,19.58,1.0,1.0,1.0,0,100.0,0.0,111.65,118.326
SYNTH_KB04_BQ_1852_FWD,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB04,B9-104,126.883,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,125,23,1,0,0,0,0,1.0,6.523,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,2,1,0,1,1,3.823,3.823,0.0,3.823,3.823,3.823,success,19.751,,0.8364,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.2444,5.155,0.38,4.565,6.684,0.8026,0.8039,,,15,0.9034,0.9186,0.8746,4.8,2.4,2.4,1.0,1.0,1.0,0,100.0,0.0,117.351,123.874
SYNTH_KB04_V4_8553_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB04,B9-104,133.982,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,132,25,1,1,0,1,0,1.0,6.728,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,2,1,0,1,1,4.028,4.028,0.0,4.028,4.028,4.028,success,10.716,,0.8324,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no samples within +/-2.0s of acceptance (elapsed_s=105.926).,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,5.2613,5.242,0.3482,4.629,6.965,0.803,0.7963,,,6,0.9059,0.9119,0.8808,23.48,21.21,21.21,1.0,1.0,1.0,0,100.0,0.0,99.198,105.926
20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB03,B9-104,92.806,2026-09-06T07:50:07.8570820Z,,1.0,destination_reached,92,255,1,0,1,1,0,1.0,2.2,,1.0,False,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.69,1.69,0.0,1.69,1.69,1.69,success,56.437,0.792,0.922,19.319,0.0,2.0178,16.38,reconstructed from campus_x/campus_y at +/-2.0s window,2.0178,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,92,5.0476,5.062,0.1854,4.671,5.511,0.7463,0.802,1.7819,5.617,46,0.9,0.9,0.8809,33.7,33.7,33.7,1.0,1.0,1.0,4,100.0,66.7,60.215,62.415
20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB03,B9-104,219.481,2026-09-06T07:52:27.3495590Z,,1.0,destination_reached,216,1434,1,1,0,1,0,1.0,3.427,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.733,1.733,0.0,1.733,1.733,1.733,success,2.034,0.15,0.8417,0.0,0.0,1.805,15.059,reconstructed from campus_x/campus_y at +/-2.0s window,1.805,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,216,5.1559,5.1675,0.2039,4.644,5.664,0.7298,0.8175,1.9929,11.101,16,0.9,0.9,0.8819,34.26,34.26,34.26,1.0,1.0,1.0,0,100.0,0.0,142.598,146.025
20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB03,B9-104,313.88,2026-09-06T07:35:58.7946820Z,,1.0,destination_reached,296,592,0,0,0,0,0,1.0,2.166,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.676,1.676,0.0,1.676,1.676,1.676,success,12.1,0.815,0.8268,4.167,0.0,4.0262,31.137,reconstructed from campus_x/campus_y at +/-2.0s window,4.0262,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,296,4.9573,4.965,0.1927,4.448,5.457,0.7314,0.81,2.1449,16.427,16,0.8986,0.9,0.8822,36.82,36.82,36.82,1.0,1.0,1.0,2,100.0,50.0,204.0,206.166
20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB03,B9-104,110.318,2026-09-06T07:59:08.6691810Z,,1.0,destination_reached,108,420,1,0,0,0,0,0.0,,,0.0,False,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,96.54,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,108,5.0217,5.0255,0.2069,4.449,5.541,0.7838,0.825,1.1136,4.665,11,0.9,0.9,,50.93,50.93,50.93,1.0,1.0,0.0,0,0.0,0.0,53.475,64.675
20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB03,B9-104,154.624,2026-09-06T07:46:40.9057280Z,,1.0,destination_reached,151,345,1,1,1,1,0,1.0,3.329,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.717,1.717,0.0,1.717,1.717,1.717,success,4.067,0.889,0.9085,9.567,0.0,1.3192,10.64,reconstructed from campus_x/campus_y at +/-2.0s window,1.3192,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,151,5.2148,5.212,0.2019,4.714,5.775,0.7686,0.804,1.8596,9.037,11,0.892,0.9,0.8826,36.42,36.42,36.42,1.0,1.0,1.0,0,100.0,0.0,96.365,99.694
20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB03,B9-104,79.551,2026-09-06T07:57:03.1682960Z,,1.0,destination_reached,77,339,1,1,1,1,1,1.0,3.46,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.768,1.768,0.0,1.768,1.768,1.768,success,36.239,0.852,0.907,20.801,0.0,1.2692,11.037,reconstructed from campus_x/campus_y at +/-2.0s window,1.2692,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,77,5.2696,5.277,0.2171,4.807,5.691,0.6392,0.768,1.6162,7.567,22,0.9,0.9,0.8797,33.77,33.77,33.77,1.0,1.0,1.0,0,100.0,0.0,51.589,55.049
20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB03,B9-104,119.446,2026-09-06T08:01:52.6731010Z,,1.0,destination_reached,117,612,1,1,0,0,0,1.0,3.138,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.707,1.707,0.0,1.707,1.707,1.707,success,8.034,0.869,0.899,19.235,0.0,2.0033,16.494,reconstructed from campus_x/campus_y at +/-2.0s window,2.0033,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.1561,5.152,0.1934,4.536,5.666,0.715,0.79,1.7901,9.352,10,0.9,0.9,0.8727,35.04,35.04,35.04,1.0,1.0,1.0,0,100.0,0.0,77.022,80.16
20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16,VALID,,V1,Fixed Geometric,NONE,KB19,B9-104,22.124,2026-09-14T01:41:11.1463710Z,,1.0,destination_reached,22,433,0,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,1.0,,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.693,1.693,0.0,1.693,1.693,1.693,success,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,3.9229,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,22,4.9148,4.891,0.1891,4.484,5.287,0.8339,0.965,2.2188,7.718,0,,,0.9017,13.64,13.64,13.64,1.0,1.0,1.0,4,100.0,66.7,,
20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512,VALID,,V4,No Map-ID Check,NONE,KB19,B9-204,20.083,2026-09-14T01:39:21.6475770Z,,1.0,destination_reached,20,28,1,1,0,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,0.0,,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,14.34,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,20,5.0511,5.07,0.128,4.769,5.345,0.6508,0.825,3.2867,7.419,8,0.9,0.9,,60.0,60.0,0.0,1.0,1.0,0.0,0,0.0,0.0,,
20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE,VALID,,BT,Quality + Dwell Baseline,NONE,KB19,B9-104,34.506,2026-09-14T01:42:19.0793490Z,,1.0,destination_reached,34,886,1,1,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,1.0,,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.776,1.776,0.0,1.776,1.776,1.776,success,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,2.3363,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,34,5.111,5.1245,0.1518,4.877,5.354,0.9474,0.972,1.3489,4.614,0,,,0.876,32.35,32.35,32.35,1.0,1.0,1.0,0,100.0,0.0,,
20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE,VALID,,V1,Fixed Geometric,NONE,KB19,B9-104,42.632,2026-09-14T01:31:30.0063310Z,,1.0,destination_reached,38,17,0,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,0.0,,3,2,1,0,0,0,0,2,3,66.67,1,3,3,3,False,1,0,1,0,0,,,,,,,timeout_fallback,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,38,4.9044,4.9,0.1789,4.561,5.31,0.176,0.176,,,0,,,,50.0,50.0,50.0,1.0,1.0,0.0,2,0.0,66.7,,
20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4,VALID,,V1,Fixed Geometric,NONE,KB19,B9-104,19.967,2026-09-14T01:40:11.7954450Z,,1.0,destination_reached,20,20,0,0,0,0,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,1.0,,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.727,1.727,0.0,1.727,1.727,1.727,success,19.535,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,3.8569,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,20,5.1959,5.1625,0.2578,4.629,5.573,0.7156,0.83,2.7509,6.573,14,0.9,0.9,0.8716,35.0,35.0,35.0,1.0,1.0,1.0,4,100.0,66.7,,
20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194,VALID,,V5,Full HARMONY,NONE,KB19,B9-104,25.66,2026-09-14T01:36:48.0264940Z,,1.0,destination_reached,25,1524,1,1,1,1,1,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,0.0,,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,25,4.9135,4.855,0.2078,4.592,5.299,0.15,0.15,44.8319,57.162,0,,,,60.0,60.0,60.0,1.0,1.0,0.0,0,0.0,0.0,,
20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4,VALID,,V3,No Dwell Time,NONE,KB19,B9-104,25.029,2026-09-14T01:38:11.3321550Z,,1.0,destination_reached,25,26,1,0,1,1,0,,,NOT_EVALUABLE_FROM_CURRENT_LOG: non-handover scenario.,1.0,,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.732,1.732,0.0,1.732,1.732,1.732,success,,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,1.8042,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,25,5.2817,5.243,0.1365,5.03,5.594,0.6819,0.814,3.4814,7.004,0,,,0.8886,20.0,20.0,20.0,1.0,1.0,1.0,4,100.0,66.7,,
20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB22,B9-103,104.637,2026-09-12T05:45:51.5398000Z,,1.0,destination_reached,100,558,1,1,0,1,0,0.0,,,0.0,False,1,1,0,0,0,0,0,0,1,0.0,0,0,1,1,False,1,0,1,0,0,,,,,,,timeout_fallback,25.638,,,,,,,NOT_EVALUABLE_FROM_CURRENT_LOG: no evaluable handover acceptance moment.,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,100,5.3381,5.349,0.2195,4.408,5.778,0.4747,0.113,18.5916,60.548,36,0.9,0.9,,50.0,50.0,0.0,1.0,1.0,0.0,0,0.0,0.0,52.269,63.469
20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB22,B9-103,130.202,2026-09-12T06:22:36.9266650Z,,1.0,destination_reached,127,363,0,0,0,0,0,1.0,2.249,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.699,1.699,0.0,1.699,1.699,1.699,success,27.765,0.132,0.8805,0.0,0.0,3.8115,31.644,reconstructed from campus_x/campus_y at +/-2.0s window,3.8115,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,127,4.9826,4.991,0.2085,4.361,5.555,0.4856,0.132,23.3692,76.597,11,0.9,0.9,0.8829,34.65,34.65,34.65,1.0,1.0,1.0,2,100.0,50.0,84.631,86.88
20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB22,B9-103,116.486,2026-09-12T06:08:29.9271720Z,,1.0,destination_reached,111,356,1,1,1,1,0,1.0,3.235,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.713,1.713,0.0,1.713,1.713,1.713,success,48.342,0.113,0.8462,0.0,0.0,1.159,11.88,reconstructed from campus_x/campus_y at +/-2.0s window,1.159,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,111,5.0822,5.086,0.1911,4.582,5.578,0.5491,0.782,14.2407,55.403,49,0.9,0.9,0.8795,34.23,34.23,34.23,1.0,1.0,1.0,0,100.0,0.0,75.587,78.822
20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB22,B9-104,125.988,2026-09-12T05:54:19.2245840Z,,1.0,destination_reached,123,140,1,0,1,1,0,1.0,2.43,,1.0,False,6,3,2,1,0,0,0,4,6,66.67,1,6,6,6,False,1,1,0,0,1,1.701,1.701,0.0,1.701,1.701,1.701,success,5.149,0.176,0.8292,0.0,0.0,2.1421,15.653,reconstructed from campus_x/campus_y at +/-2.0s window,2.1421,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,123,5.0094,4.985,0.2184,4.469,5.644,0.7513,0.937,4.3386,25.765,5,0.9,0.9,0.8788,34.96,34.96,34.96,1.0,1.0,1.0,4,100.0,66.7,80.953,83.383
